siret,adresse,"Intitulés de la  NAF rév. 2, version finale"
17210120600677,LES MONTAUBANS SARAN 45770 RD 702,Justice
21770384200013,2 RUE DE LA CROIX DES ANGES REAU 77550,Administration publique générale
03874246600014,3 RUE DE CHAZELLES PARIS 75017,Activités combinées de soutien lié aux bâtiments
02101274500010,RUE CUVIER BANDOL 83150 CHE DE L ESCOU,Activités combinées de soutien lié aux bâtiments
21680063100162,34 RUE POINCARE CERNAY 68700,Administration publique générale
21670095500059,95 GRAND-RUE DIEMERINGEN 67430 CENTRE CULTUREL,Accueil de jeunes enfants
21650291400015,LUGAGNAN 65100,Administration publique générale
21430027900046,BERBEZIT 43160,Collecte et traitement des eaux usées
22370001400564,89 RUE DE LA MAIRIE LA RICHE 37520 MAISON DE L'ENFANCE,Autres activités des médecins spécialistes
30021990400012,CHEMIN DES PIELLES FRONTIGNAN 34110,"Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles"
00802531400017,9 RUE PAUL DERIGNAC LIMOGES 87000,Activités combinées de soutien lié aux bâtiments
29800564600013,1 RUE MACHU GREBAULT-MESNIL 80140 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
03910825300012,176 RUE DE RIVOLI PARIS 75001 EP PAR,Activités combinées de soutien lié aux bâtiments
20007199100026,9 AVENUE MARX DORMOY VILLERS-COTTERETS 02600,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
26940035400081,2 PLACE CHARLES DIGEON SAINT-MANDE 94160,Activités des infirmiers et des sages-femmes
03903141400012,40 AVENUE PARMENTIER PARIS 75011 P PAR STEIN GERALD,Activités combinées de soutien lié aux bâtiments
21930010000225,106 RUE ROGER SALENGRO BONDY 93140,Enseignement pré-primaire
21540363500034,RUE DE CHENEVRIERES MERCY-LE-HAUT 54560,Collecte et traitement des eaux usées
01980427700010,LES FADES LE CANNET 06110 ALL DES FEES,Activités combinées de soutien lié aux bâtiments
19511296600286,57 RUE PIERRE TAITTINGER REIMS 51100,Enseignement supérieur
21400014300013,LE BOURG ARUE 40120,Administration publique générale
03900050000015,2 VILLA DES ROSES PARIS 75018,Activités combinées de soutien lié aux bâtiments
03913900100018,14 RUE MANUEL PARIS 75009,Activités combinées de soutien lié aux bâtiments
04010941500014,2 AVENUE DU DOYENNE LYON 69005,Activités combinées de soutien lié aux bâtiments
21410150300073,PL DU 8 MAI MONT-PRES-CHAMBORD 41250 MAIRIE,Location de terrains et d'autres biens immobiliers
21020791600029,111 GRANDE RUE VILLIERS-SAINT-DENIS 02310,Enseignement primaire
21700319300018,PLACE DU CENTRE MAGNY-JOBERT 70200,Administration publique générale
17993350200017,BAMAKO,Affaires étrangères
29460241200016,MAIRIE PRAYSSAC 46220,Construction d'autres ouvrages de génie civil n.c.a.
25110119200010,HOTEL DE VILLE PUILAURENS 11140,Télécommunications filaires
20002715900280,RUE DU JEU DE MAIL DUNKERQUE 59140,Enseignement primaire
21570628400167,1 PLACE DE LA REPUBLIQUE SARRALBE 57430 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
26630755200015,5 PLACE JEAN RIMBERT LEZOUX 63190,Hébergement médicalisé pour personnes âgées
24650013600048,VIELLE-AURE 65170,Hébergement touristique et autre hébergement de courte durée
19830032900010,1 RUE EMILE HERAUD LORGUES 83510,Enseignement secondaire général
09938306900012,LD MTSAPERE -QUARTIER AMBASSADEUR MAMOUDZOU 97600,Commerce d'alimentation générale
18009006002167,RUE COLONEL FONFERRIER BREST 29200,Action sociale sans hébergement n.c.a.
03895835100017,2 RUE GUSTAVE ROUANET PARIS 75018,Activités combinées de soutien lié aux bâtiments
21430267100067,PLACE DE LA MAIRIE VOREY 43800 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21720152400048,13 ROUTE D’OR JUILLE 72170,Administration publique générale
21974010700467,2 CHEMIN HUBERT DELISLE SAINT-BENOIT 97470,Gestion d'installations sportives
18570251100014,HOLLING 57220,Activités des organisations religieuses
29170383300017,5 RUE DES ECOLES CHARRON 17230 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21680062300078,1 RUE DE L'EGLISE CARSPACH 68130 MAIRIE,Exploitation forestière
21440001200032,RUE DE LA MAIRIE ABBARETZ 44170 MAIRIE,Collecte et traitement des eaux usées
21620498200047,43 RUE EUGENE BAR LENS 62300,Enseignement pré-primaire
07280731600038,30 RUE GASPARD MONGE ARLES 13200,Fabrication de pièces techniques à base de matières plastiques
03902743800017,32 RUE DES SAULES PARIS 75018,Activités combinées de soutien lié aux bâtiments
26560083300023,11 RUE DU BEG-LANN SARZEAU 56370,Hébergement social pour personnes âgées
29700025900012,3 PLACE DE LA MAIRIE ARBECEY 70120 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21200350300027,VIGNALE 20290 MAIRIE,"Captage, traitement et distribution d'eau"
30319444300030,"ROUTE DE MONTJOLY REMIRE-MONTJOLY 97354 PK 7,5",Location de terrains et d'autres biens immobiliers
21950288700066,8 PLACE DE LA LIBERATION GROSLAY 95410,Enseignement primaire
21420211100016,1 PLACE DES ANCIENS COMBATTANTS SAINT-CYPRIEN 42160,Administration publique générale
30256660900079,P.A. DES PIERRES BLANCHES SAINT-LERY 56430,Construction de routes et autoroutes
07702026100010,RUE DES ENCOMBRES SAINT-JEAN-DE-MAURIENNE 73300 ZI DU PARQUET,Travaux de plâtrerie
19770014900010,ALLEE ANDRE BENOIST CLAYE-SOUILLY 77410,Enseignement secondaire général
20004932800053,QUAI LABOUPILLERE CONDOM 32100,Transports urbains et suburbains de voyageurs
03937039000013,9 RUE SALIGNAC FENELON NEUILLY-SUR-SEINE 92200,Activités combinées de soutien lié aux bâtiments
06610583400015,RUE NATIONALE SAINT-GEORGES-SUR-LOIRE 49170,Location de terrains et d'autres biens immobiliers
03519890200013,PAS ANDRE MAUROIS TOULOUSE 31000,Activités combinées de soutien lié aux bâtiments
30364562600191,12 RUE SARAH BERNHARDT ASNIERES-SUR-SEINE 92600 12-14,Commerce de gros (commerce interentreprises) de produits pharmaceutiques
21460026400011,BELMONT-SAINTE-FOI 46230,Administration publique générale
25400099500012,MAIRIE HAURIET 40250,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21300032600040,5 CHEMIN DES ROMAINS BEAUCAIRE 30300,Enseignement primaire
29660394700015,RUE DES ECOLES VILLELONGUE-DELS-MONTS 66740 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
26220211200021,4 PLACE DE LA MAIRIE PLEMY 22150 MAIRIE,Aide à domicile
03923238400014,230 BOULEVARD VOLTAIRE PARIS 75011,Activités combinées de soutien lié aux bâtiments
26850237400013,RUE DE LA MAIRIE NALLIERS 85370 HOTEL DE VILLE,Action sociale sans hébergement n.c.a.
01982311100018,BOULEVARD ERIC TABARLY VILLENEUVE-LOUBET 06270,Activités combinées de soutien lié aux bâtiments
24800053100090,1 BD DU PORT D AVAL AMIENS 80000,"Captage, traitement et distribution d'eau"
26240578000038,RTE DE STE FOY MUSSIDAN 24400 CASY,Hébergement médicalisé pour personnes âgées
25790125600111,73 ROUTE DE BRIOUX PERIGNE 79170,"Captage, traitement et distribution d'eau"
21800150100012,BUSSY-LES-POIX 80290,Administration publique générale
00735020000031,ZAC DE NICOPOLIS BRIGNOLES 83170,Travaux de terrassement spécialisés ou de grande masse
21380559100079,7 PLACE DE L'HOTEL DE VILLE VINAY 38470 MAIRIE,"Captage, traitement et distribution d'eau"
21510454800023,SAINT-JEAN-SUR-MOIVRE 51240,Services du feu et de secours
03932828100017,27 RUE DE ROME PARIS 75008 IS 8,Activités combinées de soutien lié aux bâtiments
03872700400012,157 BOULEVARD BRUNE PARIS 75014 M. NORBER ALEXANDRA,Activités combinées de soutien lié aux bâtiments
01473104600018,4 RUE DE LA COMEDIE CUSSET 03300,Activités combinées de soutien lié aux bâtiments
30129489800012,374 ROUTE DEPARTEMENTALE 817 TARNOS 40220,Commerce de gros (commerce interentreprises) de matériel agricole
26330584900253,121 RUE DE LA BECHADE BORDEAUX 33000 CTRE HOSP SPECIALISE,Hébergement médicalisé pour enfants handicapés
29400272000018,MAIRIE CLASSUN 40320,Construction d'autres ouvrages de génie civil n.c.a.
24050046200058,404 AVENUE CHARLES DE GAULLE L'ARGENTIERE-LA-BESSEE 05120 MAISON DU CANTON,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21510473800012,SAINT-QUENTIN-LES-MARAIS 51300,Administration publique générale
21370110500032,RUE DES ECOLES FRANCUEIL 37150 MAIRIE,"Captage, traitement et distribution d'eau"
21490222300020,RUE DES ORMEAUX MOZE-SUR-LOUET 49610,Enseignement primaire
21810020400021,AUSSAC 81600,Enseignement primaire
03910389000016,21 RUE D'ASSAS PARIS 75006,Activités combinées de soutien lié aux bâtiments
26590400300083,11 RUE DES CAPUCINS MERVILLE 59660,Action sociale sans hébergement n.c.a.
18003502403730,29 RUE JEAN BAPTISTE REBOUL MARSEILLE 13010,Activités générales de sécurité sociale
03874116100012,60 BOULEVARD MALESHERBES PARIS 75008 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
30282758900011,6 PLACE VICTOR HUGO GRENOBLE 38000,Location de terrains et d'autres biens immobiliers
13001990400015,14 AVENUE DUQUESNE PARIS 75007,Administration publique générale
04575085800057,5214 RUE JOSEPH TISON RACHES 59194,"Fabrication de moteurs, génératrices et transformateurs électriques"
26340067300012,HOTEL DE VILLE SAINT-PONS-DE-THOMIERES 34220 MAIRIE,Action sociale sans hébergement n.c.a.
01977095700017,37 RUE ROSSINI NICE 06000,Activités combinées de soutien lié aux bâtiments
26370354800010,BRASLOU 37120 MAIRIE,Action sociale sans hébergement n.c.a.
04293158400017,37 RUE MONIN BLOIS 41000,Activités combinées de soutien lié aux bâtiments
21770344600047,RUE JEAN DES BARRES OISSERY 77178,Location de terrains et d'autres biens immobiliers
20006327900018,41 RUE DES ECOLES JUVIGNY LES VALLEES 50520,Action sociale sans hébergement n.c.a.
26290157200012,BOURG PLOUEGAT-GUERAND 29620 MAIRIE,Action sociale sans hébergement n.c.a.
21560076800018,4 RUE DE LA VALLEE GUERN 56310,Administration publique générale
13000377500017,24 RUE AUGUSTE CARRE MONTBARD 21500,Administration publique (tutelle) des activités économiques
20006617300028,3 PLACE LOUIS BERTRAND SPINCOURT 55230,Construction d'autres ouvrages de génie civil n.c.a.
30129976400052,43 AVENUE D'HELVETIE MONTBELIARD 25200,Coiffure
18940004700107,99 AVENUE JEAN-BAPTISTE CLEMENT VILLETANEUSE 93430 ESPACE PARKING 1,Autres services de restauration n.c.a.
26410254200018,1 RUE DE SELLES SOINGS-EN-SOLOGNE 41230 MAIRIE,Action sociale sans hébergement n.c.a.
21880340100023,4 RUE DE LA MAIRIE PADOUX 88700,Enseignement pré-primaire
29070005300017,HOTEL DE VILLE LUSSAS 07170,Construction d'autres ouvrages de génie civil n.c.a.
13001164600788,1 PLACE DE L’EUROPE SAINTE-SUZANNE 25630,Administration publique générale
21430157400221,2 RUE ST PIERRE LE PUY EN VELAY 43000,Gestion des bibliothèques et des archives
24020047700075,ZI LES TAILLEPIEDS CROUY 02880,Construction d'autres ouvrages de génie civil n.c.a.
21240465100011,SAINT-MICHEL-DE-DOUBLE 24400,Administration publique générale
03893372700018,24 RUE DU DEPART ENGHIEN-LES-BAINS 95880 ENGHIEN LES BAINS RE,Activités combinées de soutien lié aux bâtiments
21490353600263,20 AVENUE DE LA QUANTINIERE TRELAZE 49800,Enseignement primaire
21060004500194,CHEMIN DE RABIAC ESTAGNOL ANTIBES 06600,Enseignement primaire
21760368700013,RTE DEPARTEMENTALE 252 HOUQUETOT 76110,Administration publique générale
21690123102116,21 RUE DU DOCTEUR REBATEL LYON 3EME 69003,Enseignement pré-primaire
26590707100533,740 ROUTE DE LOCRE BAILLEUL 59270,Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé
21610408300011,90 PLACE DES ECOLIERS SAINTE-HONORINE-LA-GUILLAUME 61210,Administration publique générale
21730011000079,206 AVENUE DU PONT DE RHONNE ALBERTVILLE 73200 PLAINE CONFLANS,Enseignement pré-primaire
21290017900079,1 RUE DU STADE BRELES 29810 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21420162600048,RUE DES ECOLES OUCHES 42155 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21710485000011,SAINT-VALLERIN 71390,Administration publique générale
13000723000589,8 PLACE DU 14 JUILLET PEZENAS 34120 CENTRE DES FINANCES PUBLIQUES,Administration publique générale
13000610900073,135 RUE JEAN LE BON LA ROCHE-SUR-YON 85000 Z.I NORD,Administration publique (tutelle) des activités économiques
21590653800065,RUE DE L'EUROPE WAVRIN 59136,Accueil de jeunes enfants
17180111100476,6 RUE GAMBETTA NEVERS 58000 CITE JUDICIAIRE,Justice
21160102600076,1 RUE DE LA CHAUDRONNE COGNAC 16100,Enseignement pré-primaire
26330001400010,22 RUE DU DOCTEUR TEXIER ABZAC 33230 MAIRIE,Action sociale sans hébergement n.c.a.
18340008400111,BOULEVARD BENJAMIN MILHAUD MONTPELLIER 34070,Autres hébergements
21340127600026,RUE DE L’ARGENTERIE LANSARGUES 34130,Enseignement pré-primaire
26170015700033,7 RUE BEAUSEJOUR SAINT-JEAN-DE-LIVERSAY 17170,Hébergement social pour personnes âgées
24192720100095,RUE SYLVAIN COMBES TULLE 19000,Administration publique générale
19470008400016,150 RUE PAUL DANGLA AGEN 47000,Enseignement secondaire général
21550295600018,RUE DES ECOLES LISLE-EN-BARROIS 55250,Administration publique générale
24590030300026,117 RUE JEAN MERMOZ QUIEVRECHAIN 59920,Administration publique générale
26130008100799,80 RUE BROCHIER MARSEILLE 13005,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
03934464300018,10 RUE GOBERT PARIS 75011,Activités combinées de soutien lié aux bâtiments
20005662000046,PALMAS D'AVEYRON 12310 MAIRIE,Administration publique générale
21490028400016,9 RUE DU CHEVALIER BUHARD BEHUARD 49170,Administration publique générale
24250448800030,7 PL BUGNET LEVIER 25270,Construction d'autres ouvrages de génie civil n.c.a.
04765660800016,80 RUE DE JALLANS CHATEAUDUN 28200,Activités combinées de soutien lié aux bâtiments
21080390400023,16 PLACE DU PAQUIS SORMONNE 08150,Enseignement primaire
30135046800015,2 GRANDE RUE CERCIE 69220,Entretien et réparation de véhicules automobiles légers
26760692900052,120 RUE DU PAVILLON GRAND-COURONNE 76530 LES ESSARTS,Hébergement médicalisé pour enfants handicapés
13000636400751,697 AVENUE ETIENNE MEHUL MONTPELLIER 34070 CA CROIX D ARGENT,Administration publique (tutelle) des activités économiques
19140004300011,PLACE DE LA LOMBARDERIE BAYEUX 14400,Enseignement secondaire général
30142719100053,LIEU-DIT CABANE DU PONT DE VILLE YVES 17340 VOUTRON,Restauration de type rapide
21290247200084,PLACE DE LA MAIRIE SAINT-EVARZEC 29170 MAIRIE,Location de terrains et d'autres biens immobiliers
21950101200021,8 RUE DE L'ECOLE BRAY-ET-LU 95710,Enseignement primaire
20005359300204,105 AV DU GENERAL DE GAULLE CHEMILLE-EN-ANJOU 49120,Gestion de salles de spectacles
21170420000016,PLACE DE LA MAIRIE SALLES-SUR-MER 17220,Administration publique générale
02152540700017,129 RUE DU COMMANDANT ROLLAND MARSEILLE 13008 PRO LE PRADOR,Activités combinées de soutien lié aux bâtiments
30271596601972,RUE DES FOSSES COURTISOLS 51460,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail"
20005536600070,RUE DE L'HOTEL DE VILLE SAINT GENIEZ D'OLT ET D'AUBRAC 12130,"Captage, traitement et distribution d'eau"
19971710900011,BOIS RIPEAUX LES ABYMES 97139,Enseignement secondaire général
20008443200018,3 PL RENE CASSIN PLAINE-ET-VALLEES 79100 MAIRIE,Action sociale sans hébergement n.c.a.
21080441500037,33 GRANDE RUE VILLE-SUR-LUMES 08440 MAIRIE,Collecte et traitement des eaux usées
02405787900017,44 RUE DERRIERE LECLERC KAVANI MAMOUDZOU 97600,Commerce d'alimentation générale
30307055100013,36 AV DU GAL GALLIENI MEUDON 92190,Activités des organisations religieuses
22240001200662,161 AVENUE WINSTON CHURCHILL COULOUNIEIX-CHAMIERS 24660,Collecte et traitement des eaux usées
18003502403474,470 RUE DE LA GARE SAINT-ANDRE 97440,Activités générales de sécurité sociale
21090038700031,1 PL DES ECOLES LA BASTIDE-DE-BESPLAS 09350,Enseignement primaire
19971588900028,MARIGOT SAINT MARTIN 97150 LYCEE PROFESSIONNEL,Formation continue d'adultes
26590650300106,RUE GEORGES PHILIPPOT WATTRELOS 59150,Hébergement social pour personnes âgées
07692047900011,PLACE JACQUES MOUFFLIER VAL-D'ISERE 73150,Hôtels et hébergement similaire
26390584600014,1 PLACE D'ARMES SAINT-AMOUR 39160 MAIRIE,Action sociale sans hébergement n.c.a.
21730214000017,ROCHEFORT 73240 HOTEL DE VILLE,Administration publique générale
20006676900064,LA GARENNE ALTILLAC 19120,Hôtels et hébergement similaire
03929216400017,13 RUE PAUL FORT PARIS 75014 13-15,Activités combinées de soutien lié aux bâtiments
30191843900011,1 RUE CREUSE SAINT-SAUVEUR-SUR-ECOLE 77930 MAIRIE,Autres organisations fonctionnant par adhésion volontaire
19680022100018,13 RUE DU COLLEGE KAYSERSBERG VIGNOBLE 68240,Enseignement secondaire général
21630124200139,10 ALL DES GERANIUMS COURNON D AUVERGNE 63800,Enseignement pré-primaire
03896889700017,48 BOULEVARD DES BATIGNOLLES PARIS 75017 ARIS REP PAR,Activités combinées de soutien lié aux bâtiments
09708069100021,584 RUE DE LOUIS ORTHEZ 64300 ZONE INDUSTRIELLE DE LOUIS,Construction de routes et autoroutes
21250469000018,1 PLACE DU 28 OCTOBRE 1944 PRESENTEVILLERS 25550,Administration publique générale
03885272900011,37 RUE ROUGET DE LISLE SURESNES 92150,Activités combinées de soutien lié aux bâtiments
19670129600010,14 RUE DES BATELIERS STRASBOURG 67000,Enseignement secondaire technique ou professionnel
21740143900104,15 PLACE DE LA MAIRIE LES HOUCHES 74310 MAIRIE,Exploitation forestière
04383608900011,35 RUE GABRIELLE CHARENTON-LE-PONT 94220 4 MAISONS ALFORT,Activités combinées de soutien lié aux bâtiments
26020675000010,SAINT-PIERREMONT 02250 MAIRIE,Action sociale sans hébergement n.c.a.
30237511800023,18 COURS PIERRE PUGET MARSEILLE 13006,Autres commerces de détail spécialisés divers
21780674400033,2 AVENUE DU BERRY VILLEPREUX 78450,Enseignement primaire
21480201900015,PLACE DU BREUIL SAINT-ALBAN-SUR-LIMAGNOLE 48120 MAIRIE,Administration publique générale
24871931200030,19 RUE BERNARD PALISSY LIMOGES 87000,Collecte des déchets non dangereux
21940037100148,4 RUE DU DOCTEUR TENINE GENTILLY 94250,Enseignement primaire
03894974900014,3 RUE CHARLES ET RENE AUFFRAY CLICHY 92110 EP PAR SNC PIERRAT E,Activités combinées de soutien lié aux bâtiments
21510485200052,GRANDE RUE SAPIGNICOURT 52100 MAIRIE,Production d'électricité
21630178800016,1 BOULEVARD TRIOZON BAYLE ISSOIRE 63500,Administration publique générale
03881663300010,16 QUAI JEAN-BAPTISTE CLEMENT ALFORTVILLE 94140 RESIDENCE DES MYOSOTIS,Activités combinées de soutien lié aux bâtiments
03900470000017,62 RUE SAINT-LOUIS EN L'ILE PARIS 75004,Activités combinées de soutien lié aux bâtiments
04011570100019,24 CHEMIN DE LA CREUZETTE FONTAINES-SUR-SAONE 69270,Activités combinées de soutien lié aux bâtiments
26660087300019,PLACE DE LA PROMENADE THEZA 66200,Action sociale sans hébergement n.c.a.
21670339700150,1 RUE DES FRANCS BETSCHDORF 67660 MAIRIE,Production et distribution de vapeur et d'air conditionné
26972088400015,QUA RIVIERE L'OR SAINT-JOSEPH 97212,Hébergement social pour enfants en difficultés
21780653800062,RUE DE LA MAIRIE VICQ 78490 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
03918352000012,6 BOULEVARD EDGAR QUINET PARIS 75014 NT MAUR DES FOSSES R,Activités combinées de soutien lié aux bâtiments
21630113500754,15 RUE HENRI TOURRETTE CLERMONT-FERRAND 63100,Enseignement primaire
26650314300015,MAIRIE GONEZ 65350,Action sociale sans hébergement n.c.a.
03935950000012,29 RUE DE REUILLY PARIS 75012,Activités combinées de soutien lié aux bâtiments
20010152500018,2 RUE DE L'EGLISE ACHENHEIM 67204,Activités des organisations religieuses
21020229700011,PLACE DE LA MAIRIE CRUPILLY 02120,Administration publique générale
21120293200029,VEYREAU 12720,Enseignement primaire
17440230500653,1 PLACE CHARLES DE GAULLE VALLET 44330,Administration publique générale
20005684401065,10 PL NAPOLEON CHERBOURG-EN-COTENTIN 50100,Administration publique générale
13001018400906,3 RUE DU PENHER AURAY 56400,Administration publique générale
22590001801764,19 RUE DE LA DOUANE VALENCIENNES 59300,Action sociale sans hébergement n.c.a.
21640200800033,DOAZON 64370 HOTEL DE VILLE,Location de logements
21220322800037,1 ROUTE DE LANRODEC SAINT-PEVER 22720 MAIRIE,Location de logements
03871584300017,28 RUE BASFROI PARIS 75011 28 A 32,Activités combinées de soutien lié aux bâtiments
26060047300110,150 BOULEVARD DE L'ARIANE NICE 06300,Aide à domicile
21380563300392,12 RUE MAINSSIEUX VOIRON 38500 MAIRIE,Services auxiliaires des transports terrestres
09412524200019,QUA CAVANI SADA 97640,Commerce d'alimentation générale
20006638900491,70 RUE DU NEUFBOURG SAINT-LO 50000,Construction d'autres ouvrages de génie civil n.c.a.
21890187400014,8 RUE DE LA CHAUME GIGNY 89160,Administration publique générale
02734094200054,6 AVENUE DE LA BREHAUDAIS SAINT-JOUAN-DES-GUERETS 35430,Autres intermédiaires du commerce en produits divers
21810163200154,62 AVENUE SANCTA MARIA MAZAMET 81200,Enseignement primaire
21670156500022,74 RUE DU GENERAL DE GAULLE GEUDERTHEIM 67170,Enseignement primaire
03901734800010,9 QUAI MALAQUAIS PARIS 75006,Activités combinées de soutien lié aux bâtiments
24670106400023,2 ROUTE ECOSPACE MOLSHEIM 67120,Construction d'autres ouvrages de génie civil n.c.a.
20006754400433,LE MONTET BOUSSAC-BOURG 23600,Location de terrains et d'autres biens immobiliers
29520121400018,1 GR RUE RIVES DERVOISES 52220 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21770145700012,18 RUE DES NOYERS CRISENOY 77390,Administration publique générale
20008644500026,PL MONSEIGNEUR GINISTY DOUAUMONT-VAUX 55100,Administration publique générale
19671989200016,2 RUE DU COLLEGE MARLENHEIM 67520,Enseignement secondaire général
29510151300014,RUE PRINCIPALE NESLE-LA-REPOSTE 51120 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
30312079400084,BAS DU FORT LE GOSIER 97190 CARREFOUR CORA,Agences immobilières
21940041300171,1 RUE TRUILLOT IVRY-SUR-SEINE 94200 NUM VOIE 001-003,Enseignement primaire
07674156000015,LD PONT MOUTONS WARHEM 59380,Location de terrains et d'autres biens immobiliers
21232450300094,1 RUE DE LA LIBERTE SAINT-SULPICE-LE-GUERETOIS 23000,Administration publique générale
03877044200010,3 RUE THIERS LE VESINET 78110 78 MONTESSON REP PA,Activités combinées de soutien lié aux bâtiments
03911665200015,51 RUE DE BELLEVILLE PARIS 75019,Activités combinées de soutien lié aux bâtiments
02405347200015,70 RUE DES REFUGIES -LABATTOIR PAMANDZI 97615,Commerce d'alimentation générale
03527937100013,6 RUE HENRI IV AUCH 32000,Activités combinées de soutien lié aux bâtiments
21530041900037,4 RUE DES MARCHES DE BRETAGNE BRAINS-SUR-LES-MARCHES 53350 MAIRIE,Collecte et traitement des eaux usées
21410120600016,7 7 PLACE DE L’EGLISE LUNAY 41360,Administration publique générale
21340013800029,CHEMIN DE TOUREVIEILLE ASPIRAN 34800,Enseignement primaire
13001476401354,PL CHARLES DE GAULLE VILLEFONTAINE 38090 CENTRE DES FINANCES PUBLIQUES,Administration publique générale
21950582300266,46 BOULEVARD CHARLES DE GAULLE SANNOIS 95110 CTRE MEDICO SOCIAL MUNICIP,Pratique dentaire
26690025700046,OUILLY GLEIZE 69400,Activités hospitalières
18780008100353,3 RUE DE LA DIVISION LECLERC GUYANCOURT 78280,Autres services de restauration n.c.a.
21500147000032,13 RUE REGIS MESSAC COUTANCES 50200,Enseignement pré-primaire
26540016800018,3 RUE DU JEU DE PAUME SAINT-NICOLAS-DE-PORT 54210,Activités hospitalières
18007004700758,ROUTE DE SUIPPES CHALONS-EN-CHAMPAGNE 51000 COMPLEXE AGRICOLE DE MONT BERNARD,Activités des organisations patronales et consulaires
21070232000024,CENTRE VILLAGE SAINT-ETIENNE-DE-LUGDARES 07590,Enseignement primaire
21670405600011,17 RUE PRINCIPALE RŒSCHWOOG 67480,Administration publique générale
18670746900018,26 RUE DES EGLISES SARRE-UNION 67260,Activités des organisations religieuses
21670514500037,16 RUE PRINCIPALE WALDHAMBACH 67430,Location de terrains et d'autres biens immobiliers
03929685000017,155 RUE DU FAUBOURG SAINT-DENIS PARIS 75010,Activités combinées de soutien lié aux bâtiments
21740147000042,LATHUILE 74210 MAIRIE,"Captage, traitement et distribution d'eau"
21920025000336,325 RUE GABRIEL PERI COLOMBES 92700,Enseignement primaire
09939019700012,PL DU MARCHE STAND L26 MAMOUDZOU 97600,Autres commerces de détail sur éventaires et marchés
21400135600051,23 ROUTE DE ROQUEFORT LABRIT 40420 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21650229400012,ILHEU 65370,Administration publique générale
21470310000088,RUE DU GENERAL LECLERC TONNEINS 47400,Enseignement pré-primaire
19941044000010,5 AVENUE MARCEL CACHIN ORLY 94310,Enseignement secondaire général
24250435500049,PLACE DOMINIQUE PARRENIN LE RUSSEY 25210 MAIRIE,Exploitation forestière
21670420500030,14 RUE DE LA GARE RUSS 67130,Enseignement primaire
21210202400032,COURBAN 21520 MAIRIE,Exploitation forestière
21260340100051,LE VILLAGE SEDERON 26560 MAIRIE,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
30294621500027,47 RUE PAUL MOREL VESOUL 70000,Location de terrains et d'autres biens immobiliers
01491605000017,BOULEVARD DESAIX BRIOUDE 43100,Activités combinées de soutien lié aux bâtiments
03930745900014,3 RUE DE CHANALEILLES PARIS 75007,Activités combinées de soutien lié aux bâtiments
04230918700013,8 RUE CARNOT ANNECY 74000 ET 10,Activités combinées de soutien lié aux bâtiments
03887127300017,21 RUE DES ROSSAYS SAVIGNY-SUR-ORGE 91600 21 21B 25,Activités combinées de soutien lié aux bâtiments
19132494600018,6 AVENUE DU MARECHAL LECLERC CHATEAUNEUF-LES-MARTIGUES 13220,Enseignement secondaire général
26400181900038,2 AVENUE DE LA GARE MIMIZAN 40200,Activités des infirmiers et des sages-femmes
21310239500034,RUE DES ECOLES L'ISLE-EN-DODON 31230,Enseignement pré-primaire
26640567900363,CHEMIN ABBE EDOUARD CESTAC BAYONNE 64100 FOYER LORMAND,Activités hospitalières
30365684703375,184 ROUTE D'ORLEANS EVREUX 27000,Location de courte durée de voitures et de véhicules automobiles légers
03936328800018,10 RUE DE BUCI PARIS 75006,Activités combinées de soutien lié aux bâtiments
30266995700011,ROUTE DE ROANNE SAINT-ANDRE-D'APCHON 42370,Arts du spectacle vivant
26670066500034,36 RUE ST LEON 9 DABO 57850,Hébergement touristique et autre hébergement de courte durée
22690001701178,2 RUE DE LA BEGUDE FEYZIN 69320,Action sociale sans hébergement n.c.a.
20004168900189,55 RUE MICHEL TEXIER SAINT-JEAN-D'ANGELY 17400,Gestion d'installations sportives
