siret,adresse,"Intitulés de la  NAF rév. 2, version finale"
19360044200019,2 RUE ROGER MOISAN CHABRIS 36210,Enseignement secondaire général
13002059700030,AVENUE DU BOIS CHAUDAT KOUROU 97310,Enseignement supérieur
21440204200029,RUE DE HOMBERG THOUARE-SUR-LOIRE 44470,Enseignement primaire
21710056900052,RUE DE L’EGLISE BRANGES 71500,Enseignement primaire
30418534100043,18 PLACE GABRIEL PERI HASPRES 59198,Location de terrains et d'autres biens immobiliers
21250056501840,1 PLACE PIERRE DE COUBERTIN BESANCON 25000,Gestion des bibliothèques et des archives
03897762500011,70 RUE DE L'UNIVERSITE PARIS 75007 EP PAR SA HENRAT ET,Activités combinées de soutien lié aux bâtiments
17190431100197,2 RUE DUMYRAT BRIVE-LA-GAILLARDE 19100,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
26940048700089,64 RUE PASTEUR VITRY-SUR-SEINE 94400,Hébergement social pour personnes âgées
03272014600011,55 RUE HOCHE BORDEAUX 33200 RES HOCHE MARCEAU,Activités combinées de soutien lié aux bâtiments
30376563000502,11 RUE DU MARES VILLENEUVE-SUR-LOT 47300,Activités des agences de publicité
26920046500145,104 RUE SALVADOR ALLENDE NANTERRE 92000,Accueil de jeunes enfants
21930001900326,31 AVENUE DU PRESIDENT ROOSEVELT AUBERVILLIERS 93300,Enseignement pré-primaire
01981527300016,69 AVENUE DES TUILIERES CAGNES-SUR-MER 06800 BAT B,Activités combinées de soutien lié aux bâtiments
03930788900012,198 RUE DE VAUGIRARD PARIS 75015,Activités combinées de soutien lié aux bâtiments
30245431900021,MONT SAINT SEBASTIEN SOIGNOLLES-EN-BRIE 77111,Collecte des déchets dangereux
17210111500241,RUE DU PALAIS CHAUMONT 52000 BATIMENT B 2EME ETAGE,Justice
03923448900019,11 RUE MICHEL CHASLES PARIS 75012,Activités combinées de soutien lié aux bâtiments
26750004901401,17 RUE RAMPAL PARIS 75019,Hébergement social pour personnes âgées
21630567200018,SAINT-ROMAIN 63660 MAIRIE,Administration publique générale
21320132000032,CITE LA CROUTS FLEURANCE 32500,Enseignement pré-primaire
21640103400014,BEDEILLE 64460,Administration publique générale
21640227100037,29 RUE DE L EGLISE GABASTON 64160,Enseignement primaire
30082118800020,82 RUE DE BONNEL LYON 69003,Autres organisations fonctionnant par adhésion volontaire
19211229000015,RUE DES BLANCHES FLEURS BEAUNE 21200,Enseignement secondaire général
25380126000022,VLA GE PRUNIERES 38350 MAIRIE DE PRUNIERES,Administration publique (tutelle) des activités économiques
21840096800028,6 RUE DES ECOLES RASTEAU 84110,Enseignement primaire
07220011600076,33 AVENUE EDMOND MICHELET CHOLET 49300,Commerces de détail d'optique
21110076300104,9 RUE DE LA MISERICORDE CASTELNAUDARY 11400,Enseignement primaire
21500502600301,PLACE GENERAL DE GAULLE SAINT-LO 50000 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
03922343300010,88 RUE DE SEVRES PARIS 75007,Activités combinées de soutien lié aux bâtiments
13000836001334,38 COURS CLEMENCEAU ROUEN 76100,Administration publique générale
26261002500021,164 AVENUE DE LA REPUBLIQUE LORIOL-SUR-DROME 26270,Hébergement social pour personnes âgées
21350320400074,RUE SAINT-ELOI SAINT-UNIAC 35360 MAIRIE,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21570147500018,6 RUE PRINCIPALE COIN-SUR-SEILLE 57420,Administration publique générale
13003135400017,8 AVENUE DU 6 JUIN CAEN 14000 CAF,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21880094400017,1 PL GAL DE GAULLE CHATEL-SUR-MOSELLE 88330,Administration publique générale
21590198400025,RUE LA FONTAINE EPPE-SAUVAGE 59132,Enseignement primaire
17590111501376,3 RUE DES TRIBUNAUX SAINT-OMER 62500,Justice
04383539600011,3 AVENUE JEAN JAURES L'ILE-SAINT-DENIS 93450,Activités combinées de soutien lié aux bâtiments
30116075000461,128 RUE DANTON RUEIL-MALMAISON 92500,Activités hospitalières
03926051800012,15 AVENUE MAC-MAHON PARIS 75017 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
21700324300037,MAILLEY-ET-CHAZELOT 70000 MAIRIE,"Captage, traitement et distribution d'eau"
21330138500075,34 RUE VICTOR HUGO COUTRAS 33230,Enseignement pré-primaire
21600340000019,15 RUE PRINCIPALE LALANDE-EN-SON 60590,Administration publique générale
26840048800014,HOTEL DE VILLE CABRIERES D'AVIGNON 84220,Action sociale sans hébergement n.c.a.
21600354100036,GRANDE RUE LEGLANTIERS 60420 MAIRIE,"Captage, traitement et distribution d'eau"
22390001000404,6 RUE DES COMBETTES CHAMPAGNOLE 39300,Activité des médecins généralistes
26690213900010,8 AVENUE DES ALPES MESSIMY 69510 MAIRIE,Action sociale sans hébergement n.c.a.
21950652400012,PLACE PIERRE SALVI VIARMES 95270,Administration publique générale
09647167700011,1 RUE DE LA POSTE ASSAT 64510,Location de terrains et d'autres biens immobiliers
03926832100013,1 RUE DE DUNKERQUE PARIS 75010,Activités combinées de soutien lié aux bâtiments
30041303600041,CHATEAU DE LAPREE QUIESTEDE 62120,Services de soutien à l'exploitation forestière
21670127600026,2 RUE DE L'ECOLE ERGERSHEIM 67120,Enseignement primaire
21150094700067,RUE DU ONZE JUIN 1944 LAROQUEBROU 15150,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
26020378100018,7 RUE DE LA MAIRIE ITANCOURT 02240 MAIRIE,Action sociale sans hébergement n.c.a.
21860298500010,34 PLACE DE LA LIBERATION VOUNEUIL-SUR-VIENNE 86210,Administration publique générale
21250031800069,1 RUE DE FRANCHE-COMTE AUDINCOURT 25400,Enseignement pré-primaire
20004501100018,30 PLACE FOLGENSBOURG CAUNA 40500 MAIRIE,"Captage, traitement et distribution d'eau"
25410106600010,8 PLACE DE L’EGLISE BOURSAY 41270 MAIRIE,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
09938908200019,QUA HADOUME TSINGONI 97680,Transports de voyageurs par taxis
20000191500012,31 RUE DE VERDUN METZ 57000,Activités des organisations religieuses
29700043200015,PLACE DE L'EGLISE AUVET-ET-LA-CHAPELOTTE 70100 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21340032800075,12 RUE DU GENERAL CHANZY BEZIERS 34500,Enseignement pré-primaire
21050029400017,80 ROUTE DES ECRINS CHABOTTES 05260,Administration publique générale
03904237900014,96 RUE CHARDON-LAGACHE PARIS 75016,Activités combinées de soutien lié aux bâtiments
20005838600091,1 RUE DE LA MAIRIE MONTREVERD 85260 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21810004800386,RUE DES TROIS BUISSONS ALBI 81000 LA RENAUDIE,Enseignement primaire
21760217600521,35 RUE DE LA RADE DIEPPE 76200 ESPACE FRANCOISE DOLTO-RDC,Accueil de jeunes enfants
03874162500016,5 RUE FRAGONARD PARIS 75017,Activités combinées de soutien lié aux bâtiments
17250111600955,60 AVENUE DE LA REPUBLIQUE LURE 70200,Justice
03895494700016,22 BOULEVARD CARNOT SAINT-DENIS 93200 R BESIN C MME BESIN,Activités combinées de soutien lié aux bâtiments
21600464800061,118 RUE DES CYTISES NOYERS-SAINT-MARTIN 60480,Autres activités de poste et de courrier
18630697300204,25 RUE DE L'ECOLE NORMALE AURILLAC 15000,Autres services de restauration n.c.a.
26540312100014,5 RUE DE LA MAIRIE VIVIERS-SUR-CHIERS 54260 MAIRIE,Action sociale sans hébergement n.c.a.
26890125300016,MAIRIE CHEVANNES 89240,Action sociale sans hébergement n.c.a.
21670249800017,KRAUTWILLER 67170,Administration publique générale
29750025800019,CITE CHAPTAL PARIS 75009,Construction d'autres ouvrages de génie civil n.c.a.
13001472300139,PLACE MARTIAL BRIGOULEIX TULLE 19000 CITE ADMINISTRATIVE JEAN MONTALAT,Administration publique générale
18340008400384,PLACE GABRIEL PERI NIMES 30000,Autres services de restauration n.c.a.
26910214100216,25 RESIDENCE LES HAUTES PLAINES LES ULIS 91940,Activités hospitalières
21300070600019,PL DE L EGLISE CARSAN 30130,Administration publique générale
13002793100158,5 ESPACE PEGOT SAINT-GAUDENS 31800,Activités des organisations patronales et consulaires
21330239100023,14 LE BOURG LERM-ET-MUSSET 33840,Enseignement primaire
21060018500024,3 PLACE SAINT ELOI BIOT 06410,Enseignement primaire
06630815600018,2 RUE DE L'ECOLE PRIMAIRE -LONGONI KOUNGOU 97600,Commerce d'alimentation générale
30418048200032,RUE GRANDE LA PALUD-SUR-VERDON 04120,Location de terrains et d'autres biens immobiliers
21460155100010,LARNAGOL 46160,Administration publique générale
04350566800012,56 AVENUE DE MONTRAPON BESANCON 25000,Activités combinées de soutien lié aux bâtiments
26850074100015,PLACE DE L'HOTEL DE VILLE CHANTONNAY 85110,Action sociale sans hébergement n.c.a.
20004988000020,11 RUE DE LA GARE PONTAILLER-SUR-SAONE 21270,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
30362664200027,50 RUE DU PRUNIER COLMAR 68000,Autres assurances
30185352900131,1 RUE DES PRAIRIES CHANTONNAY 85110 PARC D'ACTIVITES POLARIS SUD,Construction de maisons individuelles
29150344900014,RAULHAC 15800 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21080269000060,15 RUE PASTEUR MONTHERME 08800,Enseignement primaire
26410003300317,50 RUE FLORIMOND ROBERTET BLOIS 41000,Accueil ou accompagnement sans hébergement d’enfants handicapés
01984054500016,CHEMIN DU CROUTON ANTIBES 06160,Activités combinées de soutien lié aux bâtiments
03937981300015,208 RUE DU FAUBOURG SAINT-DENIS PARIS 75010,Activités combinées de soutien lié aux bâtiments
26410024900129,RES DE COURTOZE AZE 41100,Aide à domicile
21890085000023,RUE DES MARQUETTES CHARMOY 89400,Enseignement pré-primaire
21570177200026,183 RUE EDMOND ABOUT DIEUZE 57260,Enseignement primaire
21540500200043,10 RUE DU MOULIN SELAINCOURT 54170,Exploitation forestière
26130011500084,HAB ZAC DES PINS VITROLLES 13127,Activité des médecins généralistes
25630119300023,16 RUE DU 11 NOVEMBRE CELLES-SUR-DUROLLE 63250 MAIRIE,Collecte et traitement des eaux usées
04387861000013,181 RUE DES PYRENEES PARIS 75020,Activités combinées de soutien lié aux bâtiments
13002597600064,AVENUE BERNARD HIRSCH CERGY 95000,Enseignement supérieur
13001044000274,12 RUE DE BORDEAUX VILLENEUVE-SUR-LOT 47300,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21710546900027,TRAMBLY 71520 LE BOURG,Enseignement primaire
26540038200049,QUAI DE LA GLACIERE TOUL 54200,Hébergement social pour personnes âgées
30380356300046,394 RUE DES FRERES THIBAULT DAMMARIE-LES-LYS 77190,Commerce et réparation de motocycles
26690008301135,9 RUE DES TEINTURIERS VILLEURBANNE 69100,Activités hospitalières
21650315100062,MONLEON-MAGNOAC 65670 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21150125900041,MENTIERES 15100 MAIRIE,"Captage, traitement et distribution d'eau"
21020572000019,9 RUE DE CHAMPAGNE PASSY-SUR-MARNE 02850,Administration publique générale
20007529900012,1 ALLEE DU PRE DU PUY LAGRAULIERE 19700,Hébergement médicalisé pour personnes âgées
30024071000057,4 RUE PIERRE EXPERT COLOMBES 92700 RESIDENCE LE COLLEGE NUMERO 402,Location de logements
03916578200010,24 RUE DES CLOS FRANCAIS MONTREUIL 93100 24 AU 30,Activités combinées de soutien lié aux bâtiments
03926009600019,5 RUE WASHINGTON PARIS 75008,Activités combinées de soutien lié aux bâtiments
21350310500016,2 PLACE DE L'EGLISE SAINT-SAUVEUR-DES-LANDES 35133,Administration publique générale
21440109300981,12 RUE DES DROITS DE L'HOMME NANTES 44100,Enseignement primaire
26380455100020,30 CHEMIN DE CHAVAGNANT CHEZENEUVE 38300 MAIRIE,Action sociale sans hébergement n.c.a.
21510317700014,MALMY 51800,Administration publique générale
30142062600063,29 PLACE JEAN MOULIN MOULINS 03000,Commerce de détail d'habillement en magasin spécialisé
26770761000015,1 RUE GAMBETTA THORIGNY-SUR-MARNE 77400,Action sociale sans hébergement n.c.a.
29600900400015,RUE DE SANVIC PLESSIS-DE-ROYE 60310 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
17740001700055,RUE VALLON THONON-LES-BAINS 74200,Administration publique générale
21370151900059,LA MEMBROLLE-SUR-CHOISILLE 37390,Accueil de jeunes enfants
17600431500436,449 RUE D'ORROIRE NOYON 60400,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21860264700016,2 PLACE DE LA MAIRIE SOMMIERES-DU-CLAIN 86160,Administration publique générale
21160070500076,RUE DU COLLEGE CHABANAIS 16150 MAIRIE,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
03887927600012,60 AVENUE JEAN JAURES MEUDON 92190,Activités combinées de soutien lié aux bâtiments
01983322700010,17 AVENUE MARECHAL JUIN CANNES 06400,Activités combinées de soutien lié aux bâtiments
21180247500023,13 ROUTE DE SAINT JUST SAVIGNY-EN-SEPTAINE 18390,Enseignement primaire
25180209600015,PLACE GASTON GUILLEMAIN LE CHATELET 18170 MAIRIE,Autres services de restauration n.c.a.
26510606200010,21 RUE DU CHATEAU BOUCHY-SAINT-GENEST 51310 MAIRIE,Action sociale sans hébergement n.c.a.
21220213900136,1 RUE MATHURIN ROGER PLOUER-SUR-RANCE 22490 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
13000657000076,100 AVENUE WINSTON CHURCHILL ARRAS 62000,Administration publique (tutelle) des activités économiques
26470120200014,PL DE L HOTEL DE VILLE MEILHAN-SUR-GARONNE 47180 MAIRIE,Action sociale sans hébergement n.c.a.
30142732400019,VEYRIERES 15350,Élevage d'autres animaux
02405940400012,50 RUE DE LA MOSQUEE BARAKANI MAMOUDZOU 97600,Commerce d'alimentation générale
02731077000014,41 AVENUE HENRI-BARBUSSE AGEN 47000,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé
09373381400011,PL DU MARCHE MAMOUDZOU 97600,Autres commerces de détail sur éventaires et marchés
26030383900146,1 BD MOUILLIERES BOURBON L'ARCHAMBAULT 03160,Activités hospitalières
21380081600034,LES SOURCES CHARANTONNAY 38790,Enseignement pré-primaire
21060069800042,TRAVERSE MURAOUR GRASSE 06130,Enseignement pré-primaire
21920026800072,SAINT GUENOLE PENMARCH 29760,Hébergement touristique et autre hébergement de courte durée
21250108400058,CERNAY L'EGLISE 25120 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21690259300484,12 AVENUE DE LA DIVISION LECLERC VENISSIEUX 69200,Enseignement primaire
20001311800019,LA FOA 98880,Administration publique générale
07691069400017,20 RTE DE LA REMISE LA PLAGNE TARENTAISE 73210,Location de logements
21500256900238,26 RUE DE PAIN D’AVAINE ISIGNY-LE-BUAT 50540 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21930070400406,47 RUE DE LA REPUBLIQUE CHAUMONTEL 95270,Accueil de jeunes enfants
20000091700027,8 RUE DE TOURDELIN SAINT-THUAL 35190,Hébergement médicalisé pour personnes âgées
21700279900146,RUE DE LA PLAGE GRAY 70100,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
21490054000045,AVENUE JEAN HOURTICQ CANDE 49440,Enseignement primaire
30370843200016,320 ROUTE DE LOUDREFING DIEUZE 57260,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction
17340111800919,PLACE SAINT-GEORGES ESPALION 12500,Justice
17590431702159,58 RUE JACQUES PREVERT VILLENEUVE-D'ASCQ 59650 ECOLE JEAN MERMOZ,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21750001624456,2 RUE DE JESSAINT PARIS 75018,Collecte des déchets non dangereux
01982187500010,34 AVENUE MARECHAL JUIN CANNES 06400,Activités combinées de soutien lié aux bâtiments
29770116100012,8 RUE D'OBSONVILLE ICHY 77890,Construction d'autres ouvrages de génie civil n.c.a.
03880230200018,21 RUE DE PENTHIEVRE SCEAUX 92330,Activités combinées de soutien lié aux bâtiments
26261109800126,VILLAGE NORD 2 SAINT RAMBERT D'ALBON 26140 BAT B  3EME ETAGE,Activités hospitalières
00575038500055,PL DE L'EGLISE ORAISON 04700,Travaux de maçonnerie générale et gros œuvre de bâtiment
26330664900017,RIONS 33410,Action sociale sans hébergement n.c.a.
21880310400031,200 RUE DU PERVIS MONTHUREUX-SUR-SAONE 88410,Enseignement primaire
21380340600023,60 RUE NATIONALE LES ROCHES-DE-CONDRIEU 38370,Enseignement pré-primaire
21330183100011,6 RUE DE LA MAIRIE GAURIAGUET 33240,Administration publique générale
21210617300124,3 ALLEE JACQUES PREVERT TALANT 21240,Enseignement pré-primaire
20008210500475,20 VILLA COMPOINT PARIS 75017,Activités hospitalières
21670299300033,3 ROUTE DU GUIRBADEN MOLLKIRCH 67190 MAIRIE,Exploitation forestière
26390493000017,MAIRIE SAINT-MAURICE-CRILLAT 39130,Action sociale sans hébergement n.c.a.
21600692400031,WELLES-PERENNES 60420 MAIRIE,"Captage, traitement et distribution d'eau"
21490269400048,31 RUE DU MARECHAL LECLERC SAINT-CHRISTOPHE-DU-BOIS 49280 MAIRIE,"Captage, traitement et distribution d'eau"
03928071400013,8 RUE NICOLAS CHUQUET PARIS 75017,Activités combinées de soutien lié aux bâtiments
30269593700045,24 RUE EUGENE DUCRETET MULHOUSE 68200,Autres intermédiations monétaires
21620400800017,PLACE JEAN JAURES HAILLICOURT 62940,Administration publique générale
20005614100035,HOTEL DE VILLE TALLOIRES-MONTMIN 74210 MAIRIE,Administration publique générale
30430694700074,33 RUE LEON GAMBETTA TOULOUSE 31000,Commerce de détail de livres en magasin spécialisé
08587146500010,48 RUE DES CARMES ORLEANS 45000,Location de terrains et d'autres biens immobiliers
21430108700034,JULLIANGES 43500 MAIRIE,Collecte et traitement des eaux usées
03886307200013,29 RUE PASTEUR MORET-LOING-ET-ORVANNE 77250,Activités combinées de soutien lié aux bâtiments
25020055700024,9 RUE SAINT-LAURENT CHAVONNE 02370 MAIRIE,Transports urbains et suburbains de voyageurs
03898750900015,18 RUE GUSTAVE COURBET PARIS 75016,Activités combinées de soutien lié aux bâtiments
04014437000018,74 COURS VITTON LYON 69006,Activités combinées de soutien lié aux bâtiments
21770402200011,PLACE DE L’EGLISE SAINT-BARTHELEMY 77320,Administration publique générale
17130431400189,46 RUE GILLIBERT MARSEILLE 13005,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
